phase,index,runtime_ms
warmup,0,202.184832007
warmup,1,201.726687998
warmup,2,201.677120000
warmup,3,201.592991993
warmup,4,201.483743995
sample,0,201.536543995
sample,1,201.453727990
sample,2,201.440127999
sample,3,201.560736001
sample,4,201.382783994
