phase,index,runtime_ms
warmup,0,2.079264
warmup,1,2.103840
warmup,2,2.027040
warmup,3,2.036672
warmup,4,1.982624
sample,0,2.016640
sample,1,1.971968
sample,2,2.006464
sample,3,1.968448
sample,4,2.018880
