kernel,implementation,correctness,values,device_median_ms,device_min_ms,device_max_ms,device_iqr_ms,e2e_median_ms,e2e_min_ms,e2e_max_ms,e2e_iqr_ms,publication_acceptance
atax,PolyBenchGPU CUDA modified-source normalization adapter,pass,2100,2.388704062,2.385792017,2.391999960,0.003583908,8.836000,8.818000,8.913000,0.076500,pending_fixed_hardware_state_verification
