phase,index,runtime_ms
warmup,0,75.193151996
warmup,1,75.156992003
warmup,2,75.081216007
warmup,3,75.074496001
warmup,4,75.031231999
sample,0,74.958848000
sample,1,74.920223996
sample,2,74.983232006
sample,3,74.856608003
sample,4,74.843167990
