source,stub,implementation,line,fixtures,status
aten/src/ATen/native/cpu/UpSampleKernel.cpp,upsample_trilinear3d_kernel,upsample_trilinear3d_kernel_impl,2218,aten_upsample_trilinear3d_cpu,EXTRACTED
aten/src/ATen/native/cpu/UpSampleKernel.cpp,upsample_bicubic2d_kernel,upsample_bicubic2d_kernel_impl,2220,aten_upsample_bicubic2d_cpu,EXTRACTED
aten/src/ATen/native/cpu/UpSampleKernel.cpp,_upsample_bicubic2d_aa_kernel,upsample_bicubic2d_aa_kernel_impl,2221,aten_upsample_bicubic2d_aa_cpu,EXTRACTED
aten/src/ATen/native/cpu/UpSampleKernel.cpp,_upsample_bicubic2d_aa_backward_kernel,upsample_bicubic2d_aa_backward_kernel_impl,2222,aten_upsample_bicubic2d_aa_backward_cpu,EXTRACTED
aten/src/ATen/native/cpu/UpSampleKernel.cpp,_upsample_lanczos2d_aa_kernel,upsample_lanczos2d_aa_kernel_impl,2224,aten_upsample_lanczos2d_aa_cpu,EXTRACTED
aten/src/ATen/native/cpu/UpSampleKernel.cpp,_upsample_lanczos2d_aa_backward_kernel,upsample_lanczos2d_aa_backward_kernel_impl,2225,aten_upsample_lanczos2d_aa_backward_cpu,EXTRACTED
aten/src/ATen/native/cpu/UpSampleMoreKernel.cpp,upsample_nearest1d_backward_kernel,upsample_nearest1d_backward_kernel_impl,786,aten_upsample_nearest1d_backward_cpu,EXTRACTED
aten/src/ATen/native/cpu/UpSampleMoreKernel.cpp,_upsample_nearest_exact1d_backward_kernel,_upsample_nearest_exact1d_backward_kernel_impl,787,aten_upsample_nearest_exact1d_backward_cpu,EXTRACTED
aten/src/ATen/native/cpu/UpSampleMoreKernel.cpp,upsample_nearest2d_backward_kernel,upsample_nearest2d_backward_kernel_impl,788,aten_upsample_nearest2d_backward_cpu,EXTRACTED
aten/src/ATen/native/cpu/UpSampleMoreKernel.cpp,_upsample_nearest_exact2d_backward_kernel,_upsample_nearest_exact2d_backward_kernel_impl,789,aten_upsample_nearest_exact2d_backward_cpu,EXTRACTED
aten/src/ATen/native/cpu/UpSampleMoreKernel.cpp,upsample_nearest3d_backward_kernel,upsample_nearest3d_backward_kernel_impl,790,aten_upsample_nearest3d_backward_cpu,EXTRACTED
aten/src/ATen/native/cpu/UpSampleMoreKernel.cpp,_upsample_nearest_exact3d_backward_kernel,_upsample_nearest_exact3d_backward_kernel_impl,791,aten_upsample_nearest_exact3d_backward_cpu,EXTRACTED
aten/src/ATen/native/cpu/UpSampleMoreKernel.cpp,upsample_linear1d_backward_kernel,upsample_linear1d_backward_kernel_impl,793,aten_upsample_linear1d_backward_cpu,EXTRACTED
aten/src/ATen/native/cpu/UpSampleMoreKernel.cpp,upsample_bilinear2d_backward_kernel,upsample_bilinear2d_backward_kernel_impl,794,aten_upsample_bilinear2d_backward_cpu,EXTRACTED
aten/src/ATen/native/cpu/UpSampleMoreKernel.cpp,upsample_trilinear3d_backward_kernel,upsample_trilinear3d_backward_kernel_impl,795,aten_upsample_trilinear3d_backward_cpu,EXTRACTED
aten/src/ATen/native/cpu/WeightNormKernel.cpp,weight_norm_stub,weight_norm_kernel,452,aten_weight_norm_cpu,EXTRACTED
aten/src/ATen/native/cpu/WeightNormKernel.cpp,weight_norm_backward_stub,weight_norm_backward_kernel,453,aten_weight_norm_backward_cpu,EXTRACTED
aten/src/ATen/native/cpu/airy_ai.cpp,special_airy_ai_stub,airy_ai_kernel,23,aten_airy_ai,EXTRACTED
aten/src/ATen/native/cpu/batch_norm_kernel.cpp,batch_norm_cpu_stub,batch_norm_cpu_kernel,1399,aten_batch_norm,EXTRACTED
aten/src/ATen/native/cpu/batch_norm_kernel.cpp,batch_norm_cpu_collect_stats_stub,batch_norm_cpu_collect_stats_kernel,1400,aten_batch_norm_collect_stats_cpu,EXTRACTED
aten/src/ATen/native/cpu/batch_norm_kernel.cpp,batch_norm_cpu_backward_stub,batch_norm_cpu_backward_kernel,1401,aten_batch_norm_backward_cpu,EXTRACTED
aten/src/ATen/native/cpu/group_norm_kernel.cpp,GroupNormKernel,GroupNormKernelImpl,1588,aten_group_norm_cpu,EXTRACTED
aten/src/ATen/native/cpu/group_norm_kernel.cpp,GroupNormBackwardKernel,GroupNormBackwardKernelImpl,1589,aten_group_norm_backward_cpu,EXTRACTED
aten/src/ATen/native/cpu/int4mm_kernel.cpp,weight_to_int4pack_stub,weight_to_int4pack_kernel,1381,aten_weight_to_int4pack_cpu,EXTRACTED
aten/src/ATen/native/cpu/int4mm_kernel.cpp,int4pack_mm_stub,int4pack_mm_kernel,1382,aten_int4pack_mm_cpu,EXTRACTED
aten/src/ATen/native/cpu/int4mm_kernel.cpp,dyn_quant_pack_4bit_weight_stub,dyn_quant_pack_4bit_weight_kernel,1383,aten_dyn_quant_pack_4bit_weight_cpu,EXTRACTED
aten/src/ATen/native/cpu/int4mm_kernel.cpp,dyn_quant_matmul_4bit_stub,dyn_quant_matmul_4bit_kernel,1384,aten_dyn_quant_matmul_4bit_cpu,EXTRACTED
aten/src/ATen/native/cpu/int8mm_kernel.cpp,int8pack_mm_stub,int8pack_mm_kernel,436,aten_int8pack_mm_cpu,EXTRACTED
aten/src/ATen/native/cpu/layer_norm_kernel.cpp,LayerNormKernel,LayerNormKernelImpl,630,aten_layer_norm_cpu_backend,EXTRACTED
aten/src/ATen/native/cpu/layer_norm_kernel.cpp,LayerNormBackwardKernel,LayerNormBackwardKernelImpl,631,aten_layer_norm_backward_cpu,EXTRACTED
aten/src/ATen/native/cpu/scaled_modified_bessel_k0.cpp,special_scaled_modified_bessel_k0_stub,scaled_modified_bessel_k0_kernel,23,aten_scaled_modified_bessel_k0,EXTRACTED
aten/src/ATen/native/cpu/scaled_modified_bessel_k1.cpp,special_scaled_modified_bessel_k1_stub,scaled_modified_bessel_k1_kernel,23,aten_scaled_modified_bessel_k1,EXTRACTED
aten/src/ATen/native/cpu/spherical_bessel_j0.cpp,special_spherical_bessel_j0_stub,spherical_bessel_j0_kernel,23,aten_spherical_bessel_j0,EXTRACTED
