kernel,time_us,status,metric,timing,shape,hardware,framework,date,raw_result
aten_sparse_csr_reduce_all_cpu,205.120,PASS,torch_resident_us,sync_wall,N=4194304,Jetson_AGX_Orin_sm87_CUDA12.6,torch_2.6.0,2026-09-06,kernel=aten_sparse_csr_reduce_all_cpu torch_resident_us=205.120 timing=sync_wall shape='N=4194304'
aten_sparse_mul_cpu,317.376,PASS,torch_resident_us,sync_wall,N=4194304,Jetson_AGX_Orin_sm87_CUDA12.6,torch_2.6.0,2026-09-06,kernel=aten_sparse_mul_cpu torch_resident_us=317.376 timing=sync_wall shape='N=4194304'
aten_sparse_sum_cpu,163.040,PASS,torch_resident_us,sync_wall,N=4194304,Jetson_AGX_Orin_sm87_CUDA12.6,torch_2.6.0,2026-09-06,kernel=aten_sparse_sum_cpu torch_resident_us=163.040 timing=sync_wall shape='N=4194304'
aten_split_copy_cpu,305.696,PASS,torch_resident_us,sync_wall,N=4194304_S=4,Jetson_AGX_Orin_sm87_CUDA12.6,torch_2.6.0,2026-09-06,kernel=aten_split_copy_cpu torch_resident_us=305.696 timing=sync_wall shape='N=4194304_S=4'
aten_sqrt,230.816,PASS,torch_resident_us,sync_wall,N=4194304,Jetson_AGX_Orin_sm87_CUDA12.6,torch_2.6.0,2026-09-06,kernel=aten_sqrt torch_resident_us=230.816 timing=sync_wall shape='N=4194304'
aten_square,236.064,PASS,torch_resident_us,sync_wall,N=4194304,Jetson_AGX_Orin_sm87_CUDA12.6,torch_2.6.0,2026-09-06,kernel=aten_square torch_resident_us=236.064 timing=sync_wall shape='N=4194304'
aten_sum,780.672,PASS,torch_resident_us,sync_wall,M=65536_N=64,Jetson_AGX_Orin_sm87_CUDA12.6,torch_2.6.0,2026-09-06,kernel=aten_sum torch_resident_us=780.672 timing=sync_wall shape='M=65536_N=64'
aten_tan,230.016,PASS,torch_resident_us,sync_wall,N=4194304,Jetson_AGX_Orin_sm87_CUDA12.6,torch_2.6.0,2026-09-06,kernel=aten_tan torch_resident_us=230.016 timing=sync_wall shape='N=4194304'
aten_tanh,228.928,PASS,torch_resident_us,sync_wall,N=4194304,Jetson_AGX_Orin_sm87_CUDA12.6,torch_2.6.0,2026-09-06,kernel=aten_tanh torch_resident_us=228.928 timing=sync_wall shape='N=4194304'
aten_tanh_backward,379.392,PASS,torch_resident_us,sync_wall,N=4194304,Jetson_AGX_Orin_sm87_CUDA12.6,torch_2.6.0,2026-09-06,kernel=aten_tanh_backward torch_resident_us=379.392 timing=sync_wall shape='N=4194304'
aten_topk_cpu,239.424,PASS,torch_resident_us,sync_wall,K=4095_R=1024_TOP=512,Jetson_AGX_Orin_sm87_CUDA12.6,torch_2.6.0,2026-09-06,kernel=aten_topk_cpu torch_resident_us=239.424 timing=sync_wall shape='K=4095_R=1024_TOP=512'
aten_vector_norm_out_cpu,169.088,PASS,torch_resident_us,sync_wall,C=2897_R=1448,Jetson_AGX_Orin_sm87_CUDA12.6,torch_2.6.0,2026-09-06,kernel=aten_vector_norm_out_cpu torch_resident_us=169.088 timing=sync_wall shape='C=2897_R=1448'
aten_weight_norm_backward_cpu,487.968,PASS,torch_resident_us,sync_wall,C=1024_S=4095,Jetson_AGX_Orin_sm87_CUDA12.6,torch_2.6.0,2026-09-06,kernel=aten_weight_norm_backward_cpu torch_resident_us=487.968 timing=sync_wall shape='C=1024_S=4095'
