kernel,native_device_us,source,method,shape,hardware,date
aten_mm,140.608,torch.mm shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: M512 N512 K512,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_addmm,157.568,torch.addmm shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: M512 N512 K512,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_bmm,138.144,torch.bmm (real ATen dispatch),torch_2.6.0_cu126_cudaEvent,raised-fixture-matched,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_mv,434.208,torch.mv shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: M4096 K4096,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_mse_loss,420.416,torch.mse_loss shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=4194304,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_l1_loss,593.568,torch.l1_loss (real ATen dispatch),torch_2.6.0_cu126_cudaEvent,raised-fixture-matched,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_smooth_l1_loss,421.568,torch.smooth_l1_loss (real ATen dispatch),torch_2.6.0_cu126_cudaEvent,raised-fixture-matched,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_kl_div,1017.760,torch.kl_div (real ATen dispatch),torch_2.6.0_cu126_cudaEvent,raised-fixture-matched,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_binary_cross_entropy,779.296,torch.binary_cross_entropy shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=8388608,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_soft_margin_loss,1307.072,torch.soft_margin_loss (real ATen dispatch),torch_2.6.0_cu126_cudaEvent,raised-fixture-matched,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_reflection_pad2d,264.480,torch.reflection_pad2d (real ATen dispatch),torch_2.6.0_cu126_cudaEvent,raised-fixture-matched,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_replication_pad2d,222.272,torch.replication_pad2d (real ATen dispatch),torch_2.6.0_cu126_cudaEvent,raised-fixture-matched,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_constant_pad_nd,234.048,torch.constant_pad_nd (real ATen dispatch),torch_2.6.0_cu126_cudaEvent,raised-fixture-matched,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_grid_sampler_2d,562.944,torch.grid_sampler_2d (real ATen dispatch),torch_2.6.0_cu126_cudaEvent,raised-fixture-matched,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_angle,652.064,torch.angle (real ATen dispatch),torch_2.6.0_cu126_cudaEvent,raised-fixture-matched,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_real,43.744,torch.real (real ATen dispatch),torch_2.6.0_cu126_cudaEvent,raised-fixture-matched,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_imag,47.168,torch.imag (real ATen dispatch),torch_2.6.0_cu126_cudaEvent,raised-fixture-matched,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_conj,392.000,torch.conj (real ATen dispatch),torch_2.6.0_cu126_cudaEvent,raised-fixture-matched,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_abs_complex,656.064,torch.abs_complex (real ATen dispatch),torch_2.6.0_cu126_cudaEvent,raised-fixture-matched,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_batch_norm_transform_cpu,480.064,torch.batch_norm_transform (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=32 C=64 H=64 W=64,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_sparse_norm_cpu,435.360,torch.sparse_norm (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=16777216,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_adaptive_avg_pool2d_cpu,75.392,torch.adaptive_avg_pool2d (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: B=1 C=2 I=6x7 O=3x3,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_adaptive_avg_pool2d_backward_cpu,76.544,torch.adaptive_avg_pool2d (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: B=1 C=2 I=6x7 O=3x3,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_adaptive_avg_pool3d_cpu,75.424,torch.adaptive_avg_pool3d (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: B=1 C=2 I=6x7x8 O=3x3x3,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_adaptive_avg_pool3d_backward_cpu,76.000,torch.adaptive_avg_pool3d (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: B=1 C=2 I=6x7x8 O=3x3x3,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_adaptive_max_pool2d_cpu,75.072,torch.adaptive_max_pool2d (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: B=1 C=2 I=6x7 O=3x3,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_adaptive_max_pool2d_backward_cpu,77.984,torch.adaptive_max_pool2d (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: B=1 C=2 I=6x7 O=3x3,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_adaptive_max_pool3d_cpu,79.360,torch.adaptive_max_pool3d (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: B=1 C=2 I=6x7x8 O=3x3x3,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_adaptive_max_pool3d_backward_cpu,79.168,torch.adaptive_max_pool3d (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: B=1 C=2 I=6x7x8 O=3x3x3,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_adaptive_max_pool3d_legacy_cpu,77.952,torch.adaptive_max_pool3d (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: C=2 I=8x9x10 O=3x4x5,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_adaptive_max_pool3d_legacy_backward_cpu,79.680,torch.adaptive_max_pool3d (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: C=2 I=8x9x10 O=3x4x5,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_avg_pool2d_cpu,64.960,torch.avg_pool2d (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: B=1 C=2 I=6x7 O=3x3 K=S=2,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_avg_pool2d_backward_cpu,64.288,torch.avg_pool2d (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: B=1 C=2 I=6x7 O=3x3 K=S=2,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_avg_pool3d_cpu,67.968,torch.avg_pool3d (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: B=1 C=2 I=6x7x8 O=3x3x4 K=S=2,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_avg_pool3d_backward_cpu,66.848,torch.avg_pool3d (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: B=1 C=2 I=6x7x8 O=3x3x4 K=S=2,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_batch_norm_backward_cpu,119.968,torch.batch_norm (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=4 C=8 spatial=32,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_batch_norm_backward_template_cpu,474.208,torch.batch_norm (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=8 C=16 spatial=256,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_batch_norm_cpu_entry,148.992,torch.batch_norm (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=4194304,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_bf16_dot_cpu,825.248,torch.bf16_dot (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: K=16777216 scalarized-f32,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_blas_dot_naive_cpu,828.192,torch.blas_dot (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=K=16777216,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_cat_serial_cpu,1516.160,torch.cat (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: R=4096 M=4096 K=2048,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_complex_scalarized,1269.696,torch.complex (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=8388608,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_conj_complex_scalarized,743.232,torch.conj_complex (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=8388608,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_cross,177.792,torch.cross (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=1398101,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_fast_cat_dim0_cpu,1515.168,torch.fast_cat_dim0 (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: B=4096 N=4096,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_fp16_dot_cpu,829.248,torch.fp16_dot (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: K=16777216 scalarized-f32,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_gelu_cpu_tanh,380.768,torch.gelu (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=8388608,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_log_normal_cpu,207.072,torch.log_normal (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=4194304,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_mse_backward,420.320,torch.mse (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=4194304,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_nested_bmm_cpu,212.448,torch.nested_bmm (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: B=16 M=256 N=256 K=256,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_sigmoid_backward,204.736,torch.sigmoid (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=4194304,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_silu_cpu,378.176,torch.silu (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=8388608,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_slow_conv3d_forward_cpu,1103.392,torch.slow_conv3d (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: C8 O16 D48 H48 W48 K3,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_sparse_bmm_cpu,211.840,torch.sparse_bmm (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: B=16 M=256 N=256 K=256,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_tanh_backward,204.416,torch.tanh (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=4194304,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_gelu_backward_cpu_exact,204.032,torch.gelu (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=4194304,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_blas_sum_cpu,242.560,torch.blas_sum (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=8388608,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_gelu_backward_cpu_tanh,203.744,torch.gelu (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=4194304,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_cumprod_cpu,9876.448,torch.cumprod (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: R=131072 K=64 (8388608 outputs),Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_elu_backward,209.472,torch.elu (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=4194304,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_hardswish_backward,206.944,torch.hardswish (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=4194304,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_smooth_l1_backward,424.192,torch.smooth_l1 (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=4194304,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_softplus_backward,206.464,torch.softplus (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=4194304,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_count_nonzero_cpu,1144.576,torch.count_nonzero (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=8388608,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_count_nonzero_impl_cpu,1185.696,torch.count_nonzero (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: R=131072 C=64 (8388608 inputs),Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_argmax_cpu,757.024,torch.argmax (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: R=131072 K=64 (8388608 inputs),Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_argmin_cpu,757.664,torch.argmin (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: R=131072 K=64 (8388608 inputs),Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_log_sigmoid_cpu,377.088,torch.log_sigmoid (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: N=8388608,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_nested_sum_dim_cpu,245.664,torch.nested_sum_dim (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: rows=65536 cols=128 irregular lengths,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_nested_all_cpu,497.408,torch.nested_all (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: rows=65536 cols=128 irregular lengths,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_sum_cpu_backend,244.608,torch.sum (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: rows=65536 cols=128,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_xor_sum_cpu,247.456,torch.xor_sum (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: rows=65536 cols=128,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_slow_conv3d_backward_input_cpu,366.496,torch.slow_conv3d (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: IC=8 OC=12 D=32 H=32 W=32 K=3,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_slow_conv3d_backward_weight_cpu,366.464,torch.slow_conv3d (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: IC=8 OC=12 D=32 H=32 W=32 K=3,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_sort_cpu,9053.792,torch.sort (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: rows=32768 cols=256,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
aten_topk_cpu,5471.008,torch.topk (real ATen dispatch) shape-matched,torch_2.6.0_cu126_cudaEvent_largeproblem,large-problem: rows=32768 cols=256 top=16,Jetson_AGX_Orin_sm87_CUDA12.6,2026-08-28
