source,canonical_origin,symbol,body_index,variant,canonical_nodes,variant_nodes,iterations,timeout_s,status,proof_elapsed_ms,wall_elapsed_ms,rule_matches,detail
mlir,mlir,jacobi_2d_5pt_tensor,0:0,mul_one,11,13,8,5.0,match,23.138,375.839,1792,
mlir,mlir,memset_const_1D,0:0,add_zero,1,3,8,5.0,match,18.058,379.052,23,
mlir,mlir,memset_const_1D,0:0,associate_left,1,1,8,5.0,match,15.110,375.909,0,
mlir,mlir,memset_const_1D,0:0,associate_right,1,1,8,5.0,match,17.649,360.403,0,
mlir,mlir,memset_const_1D,0:0,commute_all,1,1,8,5.0,match,14.657,352.916,0,
mlir,mlir,memset_const_1D,0:0,mul_one,1,3,8,5.0,match,14.051,353.866,8,
mlir,mlir,memset_zero_1D,0:0,add_zero,1,3,8,5.0,match,21.190,370.851,8,
mlir,mlir,memset_zero_1D,0:0,associate_left,1,1,8,5.0,match,13.471,352.909,0,
mlir,mlir,memset_zero_1D,0:0,associate_right,1,1,8,5.0,match,16.014,345.069,0,
mlir,mlir,memset_zero_1D,0:0,commute_all,1,1,8,5.0,match,14.254,368.999,0,
mlir,mlir,memset_zero_1D,0:0,mul_one,1,3,8,5.0,match,16.424,332.530,24,
mlir,mlir,memset_zero_1D_f32,0:0,add_zero,1,3,8,5.0,match,16.839,380.890,8,
mlir,mlir,memset_zero_1D_f32,0:0,associate_left,1,1,8,5.0,match,15.045,349.701,0,
mlir,mlir,memset_zero_1D_f32,0:0,associate_right,1,1,8,5.0,match,14.122,343.821,0,
mlir,mlir,memset_zero_1D_f32,0:0,commute_all,1,1,8,5.0,match,13.905,376.581,0,
mlir,mlir,memset_zero_1D_f32,0:0,mul_one,1,3,8,5.0,match,20.743,350.759,24,
mlir,mlir,memset_zero_2D,0:0,add_zero,1,3,8,5.0,match,13.906,364.800,8,
mlir,mlir,memset_zero_2D,0:0,associate_left,1,1,8,5.0,match,14.351,378.631,0,
mlir,mlir,memset_zero_2D,0:0,associate_right,1,1,8,5.0,match,13.380,374.014,0,
mlir,mlir,memset_zero_2D,0:0,commute_all,1,1,8,5.0,match,14.097,373.872,0,
mlir,mlir,memset_zero_2D,0:0,mul_one,1,3,8,5.0,match,14.902,384.335,24,
mlir,mlir,memset_zero_2D_f32,0:0,add_zero,1,3,8,5.0,match,15.096,370.176,8,
mlir,mlir,memset_zero_2D_f32,0:0,associate_left,1,1,8,5.0,match,13.400,340.242,0,
mlir,mlir,memset_zero_2D_f32,0:0,associate_right,1,1,8,5.0,match,14.191,351.178,0,
mlir,mlir,memset_zero_2D_f32,0:0,commute_all,1,1,8,5.0,match,13.483,381.594,0,
mlir,mlir,memset_zero_2D_f32,0:0,mul_one,1,3,8,5.0,match,17.595,364.032,24,
mlir,mlir,reduce_sum_axis,0:0,add_zero,3,5,8,5.0,match,14.868,348.791,46,
mlir,mlir,reduce_sum_axis,0:0,associate_left,3,3,8,5.0,match,13.957,332.331,2,
mlir,mlir,reduce_sum_axis,0:0,associate_right,3,3,8,5.0,match,14.452,372.934,2,
mlir,mlir,reduce_sum_axis,0:0,commute_all,3,3,8,5.0,match,19.389,418.961,3,
mlir,mlir,reduce_sum_axis,0:0,mul_one,3,5,8,5.0,match,25.750,449.409,42,
mlir,mlir,whisperExpShiftSum_f32_tensor,0:0,add_zero,4,6,8,5.0,match,16.425,382.029,20,
mlir,mlir,whisperExpShiftSum_f32_tensor,0:0,associate_left,4,4,8,5.0,match,15.906,343.029,0,
mlir,mlir,whisperExpShiftSum_f32_tensor,0:0,associate_right,4,4,8,5.0,match,14.639,341.969,0,
mlir,mlir,whisperExpShiftSum_f32_tensor,0:0,commute_all,4,4,8,5.0,match,14.176,328.241,0,
mlir,mlir,whisperExpShiftSum_f32_tensor,0:0,mul_one,4,6,8,5.0,match,18.605,349.788,20,
mlir,mlir,whisperExpShiftSum_f32_tensor,0:1,add_zero,6,8,8,5.0,match,16.412,342.957,46,
mlir,mlir,whisperExpShiftSum_f32_tensor,0:1,associate_left,6,6,8,5.0,match,14.579,366.041,2,
mlir,mlir,whisperExpShiftSum_f32_tensor,0:1,associate_right,6,6,8,5.0,match,14.157,346.507,2,
mlir,mlir,whisperExpShiftSum_f32_tensor,0:1,commute_all,6,6,8,5.0,match,16.686,343.886,3,
mlir,mlir,whisperExpShiftSum_f32_tensor,0:1,mul_one,6,8,8,5.0,match,16.581,376.822,42,
production,python,bicgstab_update_2out,64:0:0,add_zero,13,15,8,5.0,match,17.503,386.765,125,
production,python,bicgstab_update_2out,64:0:0,associate_left,13,13,8,5.0,match,22.676,393.894,27,
production,python,bicgstab_update_2out,64:0:0,associate_right,13,13,8,5.0,match,24.291,411.922,24,
production,python,bicgstab_update_2out,64:0:0,commute_all,13,13,8,5.0,match,18.886,419.064,32,
production,python,bicgstab_update_2out,64:0:0,mul_one,13,15,8,5.0,match,19.247,427.545,207,
production,python,bicgstab_update_2out,64:0:1,add_zero,9,11,8,5.0,match,18.568,449.417,24,
production,python,bicgstab_update_2out,64:0:1,associate_left,9,9,8,5.0,match,18.768,455.175,4,
production,python,bicgstab_update_2out,64:0:1,associate_right,9,9,8,5.0,match,18.146,448.993,4,
production,python,bicgstab_update_2out,64:0:1,commute_all,9,9,8,5.0,match,16.553,368.423,6,
production,python,bicgstab_update_2out,64:0:1,mul_one,9,11,8,5.0,match,16.786,415.292,24,
production,python,burgers_advection_1D,133:0:0,add_zero,5,7,8,5.0,match,15.144,334.548,29,
production,python,burgers_advection_1D,133:0:0,associate_left,5,5,8,5.0,match,14.994,349.709,9,
production,python,burgers_advection_1D,133:0:0,associate_right,5,5,8,5.0,match,15.126,337.924,12,
production,python,burgers_advection_1D,133:0:0,commute_all,5,5,8,5.0,match,16.190,359.286,12,
production,python,burgers_advection_1D,133:0:0,mul_one,5,7,8,5.0,match,15.405,338.921,89,
production,python,burgers_upwind_flux,134:0:0,add_zero,44,46,8,5.0,match,16.976,355.581,26,
production,python,burgers_upwind_flux,134:0:0,associate_left,44,44,8,5.0,match,15.937,339.927,6,
production,python,burgers_upwind_flux,134:0:0,associate_right,44,44,8,5.0,match,15.915,346.403,6,
production,python,burgers_upwind_flux,134:0:0,commute_all,44,44,8,5.0,match,17.251,351.288,9,
production,python,burgers_upwind_flux,134:0:0,mul_one,44,46,8,5.0,match,20.685,353.997,54,
production,python,centered_sum_squares,61:0:0,add_zero,9,11,8,5.0,match,20.042,374.526,47,
production,python,centered_sum_squares,61:0:0,associate_left,9,9,8,5.0,match,15.135,324.087,3,
production,python,centered_sum_squares,61:0:0,associate_right,9,9,8,5.0,match,14.476,355.342,3,
production,python,centered_sum_squares,61:0:0,commute_all,9,9,8,5.0,match,14.793,400.434,4,
production,python,centered_sum_squares,61:0:0,mul_one,9,11,8,5.0,match,15.368,374.286,53,
production,python,cg_update_3out,63:0:0,add_zero,5,7,8,5.0,match,22.261,431.906,48,
production,python,cg_update_3out,63:0:0,associate_left,5,5,8,5.0,match,14.918,350.579,4,
production,python,cg_update_3out,63:0:0,associate_right,5,5,8,5.0,match,20.328,376.394,4,
production,python,cg_update_3out,63:0:0,commute_all,5,5,8,5.0,match,17.042,358.382,6,
production,python,cg_update_3out,63:0:0,mul_one,5,7,8,5.0,match,15.421,423.590,63,
production,python,cg_update_3out,63:0:1,add_zero,5,7,8,5.0,match,15.234,491.555,22,
production,python,cg_update_3out,63:0:1,associate_left,5,5,8,5.0,match,17.815,414.984,2,
production,python,cg_update_3out,63:0:1,associate_right,5,5,8,5.0,match,19.951,444.547,2,
production,python,cg_update_3out,63:0:1,commute_all,5,5,8,5.0,match,16.890,429.504,3,
production,python,cg_update_3out,63:0:1,mul_one,5,7,8,5.0,match,15.262,404.418,22,
production,python,cg_update_3out,63:0:2,add_zero,9,11,8,5.0,match,20.718,376.512,50,
production,python,cg_update_3out,63:0:2,associate_left,9,9,8,5.0,match,20.121,405.075,6,
production,python,cg_update_3out,63:0:2,associate_right,9,9,8,5.0,match,18.129,419.621,6,
production,python,cg_update_3out,63:0:2,commute_all,9,9,8,5.0,match,17.161,383.152,9,
production,python,cg_update_3out,63:0:2,mul_one,9,11,8,5.0,match,18.134,542.562,65,
production,python,conv3d_11tap_semantic,74:0:0,add_zero,43,45,8,5.0,timeout,,5027.775,,wall timeout after 5.0s
production,python,conv3d_11tap_semantic,74:0:0,associate_left,43,43,8,5.0,timeout,,5027.625,,wall timeout after 5.0s
production,python,conv3d_11tap_semantic,74:0:0,associate_right,43,43,8,5.0,timeout,,5022.075,,wall timeout after 5.0s
production,python,conv3d_11tap_semantic,74:0:0,commute_all,43,43,8,5.0,timeout,,5035.439,,wall timeout after 5.0s
production,python,conv3d_11tap_semantic,74:0:0,mul_one,43,45,8,5.0,timeout,,5027.923,,wall timeout after 5.0s
production,python,copy_input_memref_semantic,155:0:0,add_zero,1,3,8,5.0,match,14.557,356.110,20,
production,python,copy_input_memref_semantic,155:0:0,associate_left,1,1,8,5.0,match,14.892,355.311,0,
production,python,copy_input_memref_semantic,155:0:0,associate_right,1,1,8,5.0,match,13.623,343.968,0,
production,python,copy_input_memref_semantic,155:0:0,commute_all,1,1,8,5.0,match,20.591,382.251,0,
production,python,copy_input_memref_semantic,155:0:0,mul_one,1,3,8,5.0,match,14.249,342.582,20,
production,python,cubSegmentedBitXor_i32,115:0:0,add_zero,1,3,8,5.0,match,14.053,338.783,8,
production,python,cubSegmentedBitXor_i32,115:0:0,associate_left,1,1,8,5.0,match,13.954,378.767,0,
production,python,cubSegmentedBitXor_i32,115:0:0,associate_right,1,1,8,5.0,match,13.514,341.124,0,
production,python,cubSegmentedBitXor_i32,115:0:0,commute_all,1,1,8,5.0,match,15.397,352.260,0,
production,python,cubSegmentedBitXor_i32,115:0:0,mul_one,1,3,8,5.0,match,16.057,358.390,24,
production,python,cubSegmentedBitXor_i32,115:1:0,add_zero,3,5,8,5.0,match,16.983,364.538,20,
production,python,cubSegmentedBitXor_i32,115:1:0,associate_left,3,3,8,5.0,match,16.316,399.589,0,
production,python,cubSegmentedBitXor_i32,115:1:0,associate_right,3,3,8,5.0,match,13.622,362.975,0,
production,python,cubSegmentedBitXor_i32,115:1:0,commute_all,3,3,8,5.0,match,13.767,381.031,0,
production,python,cubSegmentedBitXor_i32,115:1:0,mul_one,3,5,8,5.0,match,14.976,347.451,20,
production,python,cubSegmentedLogicalAnd_i32,113:0:0,add_zero,1,3,8,5.0,match,15.268,332.232,23,
production,python,cubSegmentedLogicalAnd_i32,113:0:0,associate_left,1,1,8,5.0,match,13.042,327.883,0,
production,python,cubSegmentedLogicalAnd_i32,113:0:0,associate_right,1,1,8,5.0,match,12.828,318.379,0,
production,python,cubSegmentedLogicalAnd_i32,113:0:0,commute_all,1,1,8,5.0,match,13.329,339.968,0,
production,python,cubSegmentedLogicalAnd_i32,113:0:0,mul_one,1,3,8,5.0,match,14.760,382.747,8,
production,python,cubSegmentedLogicalAnd_i32,113:1:0,add_zero,8,10,8,5.0,match,16.712,401.794,20,
production,python,cubSegmentedLogicalAnd_i32,113:1:0,associate_left,8,8,8,5.0,match,13.306,320.219,0,
production,python,cubSegmentedLogicalAnd_i32,113:1:0,associate_right,8,8,8,5.0,match,15.036,334.594,0,
production,python,cubSegmentedLogicalAnd_i32,113:1:0,commute_all,8,8,8,5.0,match,14.537,324.645,0,
production,python,cubSegmentedLogicalAnd_i32,113:1:0,mul_one,8,10,8,5.0,match,16.588,325.301,20,
production,python,cubSegmentedLogicalOr_i32,114:0:0,add_zero,1,3,8,5.0,match,20.414,365.968,8,
production,python,cubSegmentedLogicalOr_i32,114:0:0,associate_left,1,1,8,5.0,match,13.783,368.445,0,
production,python,cubSegmentedLogicalOr_i32,114:0:0,associate_right,1,1,8,5.0,match,14.448,354.194,0,
production,python,cubSegmentedLogicalOr_i32,114:0:0,commute_all,1,1,8,5.0,match,18.398,364.592,0,
production,python,cubSegmentedLogicalOr_i32,114:0:0,mul_one,1,3,8,5.0,match,22.026,353.708,24,
production,python,cubSegmentedLogicalOr_i32,114:1:0,add_zero,8,10,8,5.0,match,19.705,397.129,20,
production,python,cubSegmentedLogicalOr_i32,114:1:0,associate_left,8,8,8,5.0,match,15.667,369.336,0,
production,python,cubSegmentedLogicalOr_i32,114:1:0,associate_right,8,8,8,5.0,match,15.329,379.825,0,
production,python,cubSegmentedLogicalOr_i32,114:1:0,commute_all,8,8,8,5.0,match,14.515,341.749,0,
production,python,cubSegmentedLogicalOr_i32,114:1:0,mul_one,8,10,8,5.0,match,16.135,451.339,20,
production,python,cubSegmentedPrefixLogicalAnd_i32,117:0:0,add_zero,1,3,8,5.0,match,25.031,442.554,23,
production,python,cubSegmentedPrefixLogicalAnd_i32,117:0:0,associate_left,1,1,8,5.0,match,14.613,333.115,0,
production,python,cubSegmentedPrefixLogicalAnd_i32,117:0:0,associate_right,1,1,8,5.0,match,15.064,330.497,0,
production,python,cubSegmentedPrefixLogicalAnd_i32,117:0:0,commute_all,1,1,8,5.0,match,13.570,342.473,0,
production,python,cubSegmentedPrefixLogicalAnd_i32,117:0:0,mul_one,1,3,8,5.0,match,13.629,345.816,8,
production,python,cubSegmentedPrefixLogicalAnd_i32,117:1:0,add_zero,10,12,8,5.0,match,16.931,363.157,20,
production,python,cubSegmentedPrefixLogicalAnd_i32,117:1:0,associate_left,10,10,8,5.0,match,20.975,448.577,0,
production,python,cubSegmentedPrefixLogicalAnd_i32,117:1:0,associate_right,10,10,8,5.0,match,16.657,423.585,0,
production,python,cubSegmentedPrefixLogicalAnd_i32,117:1:0,commute_all,10,10,8,5.0,match,14.897,376.570,0,
production,python,cubSegmentedPrefixLogicalAnd_i32,117:1:0,mul_one,10,12,8,5.0,match,16.810,376.163,20,
production,python,cubSegmentedPrefixSum_f32,116:0:0,add_zero,1,3,8,5.0,match,14.267,344.411,8,
production,python,cubSegmentedPrefixSum_f32,116:0:0,associate_left,1,1,8,5.0,match,13.671,352.339,0,
production,python,cubSegmentedPrefixSum_f32,116:0:0,associate_right,1,1,8,5.0,match,14.580,348.252,0,
production,python,cubSegmentedPrefixSum_f32,116:0:0,commute_all,1,1,8,5.0,match,14.165,374.665,0,
production,python,cubSegmentedPrefixSum_f32,116:0:0,mul_one,1,3,8,5.0,match,15.432,361.940,24,
production,python,cubSegmentedPrefixSum_f32,116:1:0,add_zero,8,10,8,5.0,match,15.406,335.695,22,
production,python,cubSegmentedPrefixSum_f32,116:1:0,associate_left,8,8,8,5.0,match,17.494,335.283,2,
production,python,cubSegmentedPrefixSum_f32,116:1:0,associate_right,8,8,8,5.0,match,14.589,349.886,2,
production,python,cubSegmentedPrefixSum_f32,116:1:0,commute_all,8,8,8,5.0,match,24.956,377.524,3,
production,python,cubSegmentedPrefixSum_f32,116:1:0,mul_one,8,10,8,5.0,match,15.544,337.535,22,
production,python,cublasDasum,112:0:0,add_zero,4,6,8,5.0,match,15.240,331.903,46,
production,python,cublasDasum,112:0:0,associate_left,4,4,8,5.0,match,14.040,376.320,2,
production,python,cublasDasum,112:0:0,associate_right,4,4,8,5.0,match,14.387,328.787,2,
production,python,cublasDasum,112:0:0,commute_all,4,4,8,5.0,match,14.858,420.316,3,
production,python,cublasDasum,112:0:0,mul_one,4,6,8,5.0,match,15.406,326.502,42,
production,mlir,cublasDaxpby,47:0:0,add_zero,7,9,8,5.0,match,15.768,356.522,50,
production,mlir,cublasDaxpby,47:0:0,associate_left,7,7,8,5.0,match,15.012,362.915,6,
production,mlir,cublasDaxpby,47:0:0,associate_right,7,7,8,5.0,match,14.457,390.986,6,
production,mlir,cublasDaxpby,47:0:0,commute_all,7,7,8,5.0,match,16.780,355.666,9,
production,mlir,cublasDaxpby,47:0:0,mul_one,7,9,8,5.0,match,18.739,368.191,84,
production,python,cublasDaxpy,49:0:0,add_zero,5,7,8,5.0,match,16.344,338.130,48,
production,python,cublasDaxpy,49:0:0,associate_left,5,5,8,5.0,match,17.082,330.012,4,
production,python,cublasDaxpy,49:0:0,associate_right,5,5,8,5.0,match,20.379,451.036,4,
production,python,cublasDaxpy,49:0:0,commute_all,5,5,8,5.0,match,17.223,369.649,6,
production,python,cublasDaxpy,49:0:0,mul_one,5,7,8,5.0,match,16.781,339.523,63,
production,mlir,cublasDaxpy_unit,126:0:0,add_zero,3,5,8,5.0,match,25.039,382.433,46,
production,mlir,cublasDaxpy_unit,126:0:0,associate_left,3,3,8,5.0,match,13.836,333.138,2,
production,mlir,cublasDaxpy_unit,126:0:0,associate_right,3,3,8,5.0,match,17.770,362.312,2,
production,mlir,cublasDaxpy_unit,126:0:0,commute_all,3,3,8,5.0,match,14.425,326.147,3,
production,mlir,cublasDaxpy_unit,126:0:0,mul_one,3,5,8,5.0,match,15.572,331.164,42,
production,python,cublasDcopy_tensor,50:0:0,add_zero,1,3,8,5.0,match,15.276,338.311,20,
production,python,cublasDcopy_tensor,50:0:0,associate_left,1,1,8,5.0,match,15.849,346.621,0,
production,python,cublasDcopy_tensor,50:0:0,associate_right,1,1,8,5.0,match,19.233,384.970,0,
production,python,cublasDcopy_tensor,50:0:0,commute_all,1,1,8,5.0,match,13.826,334.903,0,
production,python,cublasDcopy_tensor,50:0:0,mul_one,1,3,8,5.0,match,14.709,333.725,20,
production,mlir,cublasDdot,110:0:0,add_zero,5,7,8,5.0,match,17.846,338.594,48,
production,mlir,cublasDdot,110:0:0,associate_left,5,5,8,5.0,match,13.921,368.779,4,
production,mlir,cublasDdot,110:0:0,associate_right,5,5,8,5.0,match,14.185,342.436,4,
production,mlir,cublasDdot,110:0:0,commute_all,5,5,8,5.0,match,14.922,335.693,6,
production,mlir,cublasDdot,110:0:0,mul_one,5,7,8,5.0,match,27.625,345.609,63,
production,mlir,cublasDgeam_scale2D,52:0:0,add_zero,3,5,8,5.0,match,14.986,351.183,22,
production,mlir,cublasDgeam_scale2D,52:0:0,associate_left,3,3,8,5.0,match,14.985,359.131,2,
production,mlir,cublasDgeam_scale2D,52:0:0,associate_right,3,3,8,5.0,match,14.363,341.234,2,
production,mlir,cublasDgeam_scale2D,52:0:0,commute_all,3,3,8,5.0,match,15.154,351.811,3,
production,mlir,cublasDgeam_scale2D,52:0:0,mul_one,3,5,8,5.0,match,16.203,362.074,46,
production,mlir,cublasDgemm,9:0:0,add_zero,3,5,8,5.0,match,14.507,344.625,22,
production,mlir,cublasDgemm,9:0:0,associate_left,3,3,8,5.0,match,14.533,366.174,2,
production,mlir,cublasDgemm,9:0:0,associate_right,3,3,8,5.0,match,14.304,399.067,2,
production,mlir,cublasDgemm,9:0:0,commute_all,3,3,8,5.0,match,14.783,366.298,3,
production,mlir,cublasDgemm,9:0:0,mul_one,3,5,8,5.0,match,14.472,336.000,46,
production,mlir,cublasDgemm,9:1:0,add_zero,7,9,8,5.0,match,15.669,326.996,64,
production,mlir,cublasDgemm,9:1:0,associate_left,7,7,8,5.0,match,17.502,437.823,24,
production,mlir,cublasDgemm,9:1:0,associate_right,7,7,8,5.0,match,15.435,351.617,20,
production,mlir,cublasDgemm,9:1:0,commute_all,7,7,8,5.0,match,15.147,341.367,26,
production,mlir,cublasDgemm,9:1:0,mul_one,7,9,8,5.0,match,17.015,349.589,152,
production,mlir,cublasDgemm_alpha_only,44:0:0,add_zero,7,9,8,5.0,match,17.232,336.198,64,
production,mlir,cublasDgemm_alpha_only,44:0:0,associate_left,7,7,8,5.0,match,15.400,354.850,24,
production,mlir,cublasDgemm_alpha_only,44:0:0,associate_right,7,7,8,5.0,match,20.926,341.344,20,
production,mlir,cublasDgemm_alpha_only,44:0:0,commute_all,7,7,8,5.0,match,15.316,356.261,26,
production,mlir,cublasDgemm_alpha_only,44:0:0,mul_one,7,9,8,5.0,match,27.820,394.932,152,
production,mlir,cublasDgemm_simple,43:0:0,add_zero,5,7,8,5.0,match,17.616,349.860,48,
production,mlir,cublasDgemm_simple,43:0:0,associate_left,5,5,8,5.0,match,15.689,389.302,4,
production,mlir,cublasDgemm_simple,43:0:0,associate_right,5,5,8,5.0,match,16.900,382.975,4,
production,mlir,cublasDgemm_simple,43:0:0,commute_all,5,5,8,5.0,match,15.604,332.023,6,
production,mlir,cublasDgemm_simple,43:0:0,mul_one,5,7,8,5.0,match,25.840,423.094,63,
production,mlir,cublasDgemv,45:0:0,add_zero,5,7,8,5.0,match,15.975,318.520,48,
production,mlir,cublasDgemv,45:0:0,associate_left,5,5,8,5.0,match,14.777,326.986,4,
production,mlir,cublasDgemv,45:0:0,associate_right,5,5,8,5.0,match,15.374,328.652,4,
production,mlir,cublasDgemv,45:0:0,commute_all,5,5,8,5.0,match,15.268,359.966,6,
production,mlir,cublasDgemv,45:0:0,mul_one,5,7,8,5.0,match,18.402,343.734,63,
production,mlir,cublasDgemv_alpha,46:0:0,add_zero,7,9,8,5.0,match,15.518,343.420,64,
production,mlir,cublasDgemv_alpha,46:0:0,associate_left,7,7,8,5.0,match,17.741,330.432,24,
production,mlir,cublasDgemv_alpha,46:0:0,associate_right,7,7,8,5.0,match,24.420,381.815,20,
production,mlir,cublasDgemv_alpha,46:0:0,commute_all,7,7,8,5.0,match,17.131,373.032,26,
production,mlir,cublasDgemv_alpha,46:0:0,mul_one,7,9,8,5.0,match,23.934,402.894,152,
production,mlir,cublasDger_rank2,60:0:0,add_zero,9,11,8,5.0,match,16.320,336.702,130,
production,mlir,cublasDger_rank2,60:0:0,associate_left,9,9,8,5.0,match,14.962,328.872,22,
production,mlir,cublasDger_rank2,60:0:0,associate_right,9,9,8,5.0,match,15.161,394.791,25,
production,mlir,cublasDger_rank2,60:0:0,commute_all,9,9,8,5.0,match,15.020,339.942,29,
production,mlir,cublasDger_rank2,60:0:0,mul_one,9,11,8,5.0,match,16.397,341.839,164,
production,python,cublasDscal,51:0:0,add_zero,3,5,8,5.0,match,22.960,485.736,22,
production,python,cublasDscal,51:0:0,associate_left,3,3,8,5.0,match,15.719,388.866,2,
production,python,cublasDscal,51:0:0,associate_right,3,3,8,5.0,match,13.693,342.011,2,
production,python,cublasDscal,51:0:0,commute_all,3,3,8,5.0,match,16.741,351.849,3,
production,python,cublasDscal,51:0:0,mul_one,3,5,8,5.0,match,16.629,348.156,46,
production,python,cublasDsyr2k,57:0:0,add_zero,6,8,8,5.0,match,15.438,463.977,22,
production,python,cublasDsyr2k,57:0:0,associate_left,6,6,8,5.0,match,20.279,435.877,2,
production,python,cublasDsyr2k,57:0:0,associate_right,6,6,8,5.0,match,16.195,366.159,2,
production,python,cublasDsyr2k,57:0:0,commute_all,6,6,8,5.0,match,18.051,367.375,3,
production,python,cublasDsyr2k,57:0:0,mul_one,6,8,8,5.0,match,26.723,484.530,22,
production,python,cublasDsyr2k,57:1:0,add_zero,16,18,8,5.0,match,17.517,356.087,74,
production,python,cublasDsyr2k,57:1:0,associate_left,16,16,8,5.0,match,17.307,369.355,57,
production,python,cublasDsyr2k,57:1:0,associate_right,16,16,8,5.0,match,17.931,376.531,63,
production,python,cublasDsyr2k,57:1:0,commute_all,16,16,8,5.0,match,17.151,350.407,69,
production,python,cublasDsyr2k,57:1:0,mul_one,16,18,8,5.0,match,16.608,361.498,74,
production,python,cublasDsyrk,58:0:0,add_zero,6,8,8,5.0,match,16.764,353.174,22,
production,python,cublasDsyrk,58:0:0,associate_left,6,6,8,5.0,match,14.100,362.845,2,
production,python,cublasDsyrk,58:0:0,associate_right,6,6,8,5.0,match,14.137,353.153,2,
production,python,cublasDsyrk,58:0:0,commute_all,6,6,8,5.0,match,16.742,378.228,3,
production,python,cublasDsyrk,58:0:0,mul_one,6,8,8,5.0,match,14.832,346.384,22,
production,python,cublasDsyrk,58:1:0,add_zero,10,12,8,5.0,match,17.392,351.702,40,
production,python,cublasDsyrk,58:1:0,associate_left,10,10,8,5.0,match,19.101,369.057,20,
production,python,cublasDsyrk,58:1:0,associate_right,10,10,8,5.0,match,16.607,347.255,24,
production,python,cublasDsyrk,58:1:0,commute_all,10,10,8,5.0,match,16.197,402.005,26,
production,python,cublasDsyrk,58:1:0,mul_one,10,12,8,5.0,match,17.655,370.908,40,
production,python,cublasDtrmm,59:0:0,add_zero,8,10,8,5.0,match,16.029,354.766,24,
production,python,cublasDtrmm,59:0:0,associate_left,8,8,8,5.0,match,15.006,338.378,4,
production,python,cublasDtrmm,59:0:0,associate_right,8,8,8,5.0,match,20.898,393.622,4,
production,python,cublasDtrmm,59:0:0,commute_all,8,8,8,5.0,match,19.052,410.169,6,
production,python,cublasDtrmm,59:0:0,mul_one,8,10,8,5.0,match,16.421,333.894,24,
production,python,cublasGemmFor1x1Conv,7:0:0,add_zero,1,3,8,5.0,match,14.384,346.854,8,
production,python,cublasGemmFor1x1Conv,7:0:0,associate_left,1,1,8,5.0,match,13.333,343.580,0,
production,python,cublasGemmFor1x1Conv,7:0:0,associate_right,1,1,8,5.0,match,13.488,322.450,0,
production,python,cublasGemmFor1x1Conv,7:0:0,commute_all,1,1,8,5.0,match,13.865,337.399,0,
production,python,cublasGemmFor1x1Conv,7:0:0,mul_one,1,3,8,5.0,match,16.006,365.062,24,
production,python,cublasGemmFor1x1Conv,7:1:0,add_zero,5,7,8,5.0,match,16.415,334.711,48,
production,python,cublasGemmFor1x1Conv,7:1:0,associate_left,5,5,8,5.0,match,14.536,327.404,4,
production,python,cublasGemmFor1x1Conv,7:1:0,associate_right,5,5,8,5.0,match,14.912,366.750,4,
production,python,cublasGemmFor1x1Conv,7:1:0,commute_all,5,5,8,5.0,match,15.179,338.214,6,
production,python,cublasGemmFor1x1Conv,7:1:0,mul_one,5,7,8,5.0,match,15.776,337.768,63,
production,python,cublasLtMatmulBiasReluFused,1:0:0,add_zero,1,3,8,5.0,match,14.062,321.378,8,
production,python,cublasLtMatmulBiasReluFused,1:0:0,associate_left,1,1,8,5.0,match,13.382,322.074,0,
production,python,cublasLtMatmulBiasReluFused,1:0:0,associate_right,1,1,8,5.0,match,13.289,349.388,0,
production,python,cublasLtMatmulBiasReluFused,1:0:0,commute_all,1,1,8,5.0,match,15.510,326.584,0,
production,python,cublasLtMatmulBiasReluFused,1:0:0,mul_one,1,3,8,5.0,match,16.042,338.238,24,
production,python,cublasLtMatmulBiasReluFused,1:1:0,add_zero,5,7,8,5.0,match,26.176,467.693,48,
production,python,cublasLtMatmulBiasReluFused,1:1:0,associate_left,5,5,8,5.0,match,24.253,418.577,4,
production,python,cublasLtMatmulBiasReluFused,1:1:0,associate_right,5,5,8,5.0,match,14.404,342.891,4,
production,python,cublasLtMatmulBiasReluFused,1:1:0,commute_all,5,5,8,5.0,match,15.136,351.787,6,
production,python,cublasLtMatmulBiasReluFused,1:1:0,mul_one,5,7,8,5.0,match,15.964,331.583,63,
production,python,cublasLtMatmulBiasReluFused,1:2:0,add_zero,3,5,8,5.0,match,15.399,359.875,46,
production,python,cublasLtMatmulBiasReluFused,1:2:0,associate_left,3,3,8,5.0,match,14.042,336.740,2,
production,python,cublasLtMatmulBiasReluFused,1:2:0,associate_right,3,3,8,5.0,match,23.031,407.803,2,
production,python,cublasLtMatmulBiasReluFused,1:2:0,commute_all,3,3,8,5.0,match,21.919,330.043,3,
production,python,cublasLtMatmulBiasReluFused,1:2:0,mul_one,3,5,8,5.0,match,15.652,339.318,42,
production,python,cublasLtMatmulBiasReluFused,1:3:0,add_zero,6,8,8,5.0,match,16.024,333.907,20,
production,python,cublasLtMatmulBiasReluFused,1:3:0,associate_left,6,6,8,5.0,match,15.344,346.947,0,
production,python,cublasLtMatmulBiasReluFused,1:3:0,associate_right,6,6,8,5.0,match,15.642,355.125,0,
production,python,cublasLtMatmulBiasReluFused,1:3:0,commute_all,6,6,8,5.0,match,14.406,396.610,0,
production,python,cublasLtMatmulBiasReluFused,1:3:0,mul_one,6,8,8,5.0,match,15.010,319.023,20,
