kernel,batch,cohort_basis,comparability,shape,dtype,recipe_fingerprint,cpu_runner,native_gpu_runner,raised_gpu_runner,input_alignment,current_protocol_state
aten_angle_real,1,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,9f7716be3c155ab8,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING
aten_argmax_cpu,1,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,R=131072_K=64,f32,8b87dc0870be83c0,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING
aten_argmin_cpu,1,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,R=131072_K=64,f32,927e47c252552e8f,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING
aten_as_complex_cpu,1,EXACT_EXTRACTED_REGION,EXACT_EXTRACTED_FIXTURE,N=2097151,f32,95d705a24393ccd9,exact_region_harness,exact_region_harness,polygeist_resident,PENDING,PENDING
aten_asin,1,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,4a903a7e272d7c75,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING
aten_asinh,1,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,44b2f1000e079033,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING
aten_atan,1,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,66b99564041cb6eb,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING
aten_atan2,1,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,8397dd293ff562c5,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING
aten_atanh,1,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,51c661d010e4b6de,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING
aten_avg_pool2d,1,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,B=2_C=4_H=16_W=16,f32,f8994b10d0786ea2,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING
aten_avg_pool2d_backward_cpu,1,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,B=1_C=2_I0=6_I1=7,f32,871518045875f207,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING
aten_avg_pool3d,1,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,B=2_C=3_D=8_H=8_W=8,f32,64727eb4df598924,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING
